role_family,resume_file_path,use_for_titles,avoid_for_titles,tailor_threshold,notes
AI 应用开发/Agent 实习,简历/余剑-应聘AI应用开发实习-本科.pdf,"AI开发实习生(LLM/RAG/智能体);Agent开发工程师(实习);AI工程应用;AI系统工程师;AI研发;大模型应用","内容岗(AIGC视频/AI分镜/AI小说编辑);纯算法岗",Precision for Calix,一页版 20260817；可编辑源为 MD
